"area" "region" "zone" "meters" "direction" "con" "floor" "year" "school" "subway" "tax" "num" "price" "meters_cg" "year_cg" "num_cg" "price_cg"
"海淀" "北洼路29号院" "1室1厅" 64 "南" "紫竹桥二手房" "低楼层" 2002 "有学区" "无地铁" "满五年唯一" 350 54688 "50~100" "00~05" "3~4" "5~6万"
"朝阳" "融科橄榄城一期" "3室2厅" 148 "南北" "望京二手房" "高楼层" 2006 "无学区" "无地铁" "满五年唯一" 800 53916 "100~150" "05~10" "7~8" "5~6万"
"通州" "云景西里南区" "2室1厅" 80 "东北" "梨园二手房" "高楼层" 1995 "无学区" "无地铁" "满五年唯一" 190 23730 "50~100" "95~00" "1~2" "2~3万"
"昌平" "天通苑本四区" "3室2厅" 137 "南北" "天通苑二手房" "中楼层" 2000 "无学区" "无地铁" "满五年唯一" 278 20292 "100~150" "00~05" "2~3" "2~3万"
"海淀" "西王庄小区" "2室1厅" 58 "南北" "五道口二手房" "高楼层" 1987 "无学区" "有地铁" "满五年唯一" 300 51370 "50~100" "<1990" "2~3" "5~6万"
"大兴" "丽园C区" "1室1厅" 52 "南北" "枣园二手房" "高楼层" 2008 "无学区" "无地铁" "满五年唯一" 180 34616 "50~100" "05~10" "1~2" "3~4万"
"西城" "月坛北街" "1室1厅" 33 "南" "月坛二手房" "中楼层" 1970 "有学区" "有地铁" "满五年唯一" 290 87879 "0~50" "<1990" "2~3" "8~9万"
"海淀" "庚坊国际" "2室1厅" 106 "西北" "北太平庄二手房" "中楼层" 2003 "无学区" "无地铁" "满五年唯一" 620 58370 "100~150" "00~05" "6~7" "5~6万"
"朝阳" "大西洋新城C区" "4室2厅" 161 "南北" "望京二手房" "高楼层" 2002 "有学区" "有地铁" "满五年唯一" 800 49613 "150~200" "00~05" "7~8" "4~5万"
"海淀" "今日家园" "3室1厅" 128 "西南" "五棵松二手房" "高楼层" 2000 "无学区" "无地铁" "满五年唯一" 580 45161 "100~150" "00~05" "5~6" "4~5万"
"房山" "佳世苑小区" "3室2厅" 119 "南北" "良乡二手房" "高楼层" 2010 "无学区" "无地铁" "满五年唯一" 210 17580 "100~150" "10~15" "2~3" "1~2万"
"亦庄" "听涛雅苑" "4室3厅" 334 "南北" "亦庄二手房" "低楼层" 2000 "无学区" "无地铁" "满五年唯一" 1000 29941 ">200" "00~05" "9~10" "2~3万"
"通州" "月亮城堡" "1室1厅" 73 "东南" "武夷花园二手房" "中楼层" 2005 "无学区" "无地铁" "非免税" 220 29965 "50~100" "05~10" "2~3" "2~3万"
"顺义" "馨港庄园三区" "1室1厅" 68 "南北" "李桥二手房" "低楼层" 2004 "无学区" "无地铁" "满五年唯一" 120 17562 "50~100" "00~05" "1~2" "1~2万"
"昌平" "龙腾苑二区" "2室1厅" 101 "南北" "回龙观二手房" "中楼层" 2003 "无学区" "无地铁" "满五年唯一" 270 26733 "100~150" "00~05" "2~3" "2~3万"
"朝阳" "酷特区" "1室0厅" 48 "东西" "石佛营二手房" "低楼层" 2006 "无学区" "无地铁" "满五年唯一" 170 35417 "0~50" "05~10" "1~2" "3~4万"
"昌平" "新康园" "2室1厅" 101 "东南" "西三旗二手房" "中楼层" 2003 "有学区" "有地铁" "满五年唯一" 338 33193 "100~150" "00~05" "3~4" "3~4万"
"海淀" "菊园" "1室1厅" 53 "南北" "马连洼二手房" "中楼层" 2010 "无学区" "无地铁" "非免税" 237 44717 "50~100" "10~15" "2~3" "4~5万"
"丰台" "晓月新苑" "1室0厅" 45 "西" "卢沟桥二手房" "高楼层" 2007 "无学区" "无地铁" "非免税" 115 25392 "0~50" "05~10" "1~2" "2~3万"
"朝阳" "朝庭公寓" "2室2厅" 103 "西北" "望京二手房" "高楼层" 2000 "无学区" "有地铁" "满五年唯一" 430 41367 "100~150" "00~05" "4~5" "4~5万"
"顺义" "南竺园" "4室2厅" 125 "南北" "首都机场二手房" "高楼层" 1993 "无学区" "无地铁" "满五年唯一" 200 16000 "100~150" "90~95" "1~2" "1~2万"
"昌平" "天通苑北二区" "3室2厅" 220 "南北" "天通苑二手房" "低楼层" 2005 "无学区" "无地铁" "满五年唯一" 345 15682 ">200" "05~10" "3~4" "1~2万"
"朝阳" "公园大道" "4室2厅" 368 "东西" "朝阳公园二手房" "中楼层" 2007 "无学区" "有地铁" "非免税" 1800 48907 ">200" "05~10" ">10" "4~5万"
"西城" "六铺炕一区6号院" "3室2厅" 158 "南北" "六铺炕二手房" "高楼层" 1996 "有学区" "有地铁" "非免税" 1200 75950 "150~200" "95~00" ">10" "7~8万"
"昌平" "通达园" "3室1厅" 130 "南北" "回龙观二手房" "低楼层" 2003 "无学区" "无地铁" "非免税" 355 27170 "100~150" "00~05" "3~4" "2~3万"
"海淀" "亮丽园" "3室2厅" 151 "南北" "定慧寺二手房" "低楼层" 2004 "有学区" "有地铁" "非免税" 700 46062 "150~200" "00~05" "6~7" "4~5万"
"海淀" "亮丽园" "3室2厅" 173 "南北" "定慧寺二手房" "低楼层" 2004 "有学区" "有地铁" "非免税" 780 45022 "150~200" "00~05" "7~8" "4~5万"
"丰台" "玉林东里三区" "2室1厅" 53 "南北" "右安门外二手房" "低楼层" 1990 "无学区" "有地铁" "非免税" 233 43963 "50~100" "90~95" "2~3" "4~5万"
"西城" "中信沁园" "2室1厅" 84 "西北" "陶然亭二手房" "低楼层" 2011 "有学区" "无地铁" "非免税" 625 73974 "50~100" "10~15" "6~7" "7~8万"
"昌平" "东亚奥北中心北区" "2室1厅" 93 "南" "立水桥二手房" "低楼层" 2008 "无学区" "无地铁" "非免税" 209 22356 "50~100" "05~10" "2~3" "2~3万"
"燕郊" "东方夏威夷南岸一期" "3室1厅" 129 "南北" "燕郊城区二手房" "高楼层" 2009 "无学区" "无地铁" "满五年唯一" 258 20000 "100~150" "05~10" "2~3" "1~2万"
"朝阳" "金港国际" "1室1厅" 65 "东" "大望路二手房" "高楼层" 2003 "无学区" "有地铁" "非免税" 230 35385 "50~100" "00~05" "2~3" "3~4万"
"朝阳" "珠江帝景新博悦" "4室2厅" 180 "南北" "大望路二手房" "高楼层" 2008 "无学区" "无地铁" "非免税" 1300 72223 "150~200" "05~10" ">10" "7~8万"
"朝阳" "华瀚国际" "3室2厅" 167 "东南北" "百子湾二手房" "低楼层" 2005 "无学区" "有地铁" "非免税" 800 47905 "150~200" "05~10" "7~8" "4~5万"
"东城" "新怡家园" "2室2厅" 130 "南北" "崇文门二手房" "高楼层" 2005 "无学区" "有地铁" "非免税" 1000 76348 "100~150" "05~10" "9~10" "7~8万"
"海淀" "普惠南里" "2室1厅" 75 "南西" "公主坟二手房" "中楼层" 1992 "有学区" "有地铁" "非免税" 389 51456 "50~100" "90~95" "3~4" "5~6万"
"顺义" "顺鑫花语" "1室0厅" 48 "南" "后沙峪二手房" "高楼层" 2009 "无学区" "无地铁" "非免税" 100 20834 "0~50" "05~10" "0~1" "2~3万"
"海淀" "怡升园" "1室1厅" 74 "东" "中关村二手房" "低楼层" 2002 "有学区" "有地铁" "非免税" 439 58761 "50~100" "00~05" "4~5" "5~6万"
"朝阳" "慧忠北里第三社区" "1室1厅" 58 "西" "亚运村二手房" "低楼层" 1997 "无学区" "有地铁" "非免税" 220 37320 "50~100" "95~00" "2~3" "3~4万"
"海淀" "紫御府" "4室2厅" 348 "东南西" "白石桥二手房" "低楼层" 2009 "无学区" "无地铁" "非免税" 3000 86207 ">200" "05~10" ">10" "8~9万"
"西城" "月坛西街西里" "1室1厅" 51 "南北" "月坛二手房" "中楼层" 1994 "有学区" "有地铁" "非免税" 370 71706 "50~100" "90~95" "3~4" "7~8万"
"朝阳" "天怡家园" "1室1厅" 75 "西" "北苑二手房" "高楼层" 2006 "无学区" "有地铁" "非免税" 230 30404 "50~100" "05~10" "2~3" "3~4万"
"海淀" "芙蓉里" "1室1厅" 43 "西" "圆明园二手房" "中楼层" 1990 "无学区" "无地铁" "非免税" 230 53489 "0~50" "90~95" "2~3" "5~6万"
"朝阳" "金台北街" "1室1厅" 42 "南北" "红庙二手房" "中楼层" 1988 "无学区" "有地铁" "非免税" 175 41129 "0~50" "<1990" "1~2" "4~5万"
"大兴" "波普公社" "1室1厅" 52 "南" "黄村中二手房" "中楼层" 2012 "无学区" "无地铁" "非免税" 110 20941 "50~100" "10~15" "1~2" "2~3万"
"海淀" "钓鱼台7号院" "4室3厅" 348 "南北" "甘家口二手房" "低楼层" 2009 "无学区" "有地铁" "非免税" 5280 151725 ">200" "05~10" ">10" ">10万"
"朝阳" "万科蓝山" "4室2厅" 240 "南北" "大望路二手房" "低楼层" 2012 "无学区" "无地铁" "非免税" 1450 60417 ">200" "10~15" ">10" "6~7万"
"东城" "西革新里108号院" "3室1厅" 119 "南北" "西罗园二手房" "低楼层" 1995 "无学区" "有地铁" "非免税" 405 34034 "100~150" "95~00" "4~5" "3~4万"
"丰台" "太平桥小区" "3室1厅" 76 "南西北" "太平桥二手房" "中楼层" 1985 "无学区" "有地铁" "非免税" 315 41091 "50~100" "<1990" "3~4" "4~5万"
"昌平" "安福苑" "1室1厅" 37 "南" "鼓楼大街二手房" "中楼层" 1990 "无学区" "有地铁" "非免税" 92 24482 "0~50" "90~95" "0~1" "2~3万"
"朝阳" "新荣家园" "3室2厅" 147 "东北" "亚运村二手房" "低楼层" 2002 "无学区" "有地铁" "非免税" 560 37882 "100~150" "00~05" "5~6" "3~4万"
"朝阳" "远洋商务" "1室1厅" 360 "东南西北" "四惠二手房" "低楼层" 2004 "无学区" "无地铁" "非免税" 1000 27778 ">200" "00~05" "9~10" "2~3万"
"海淀" "世华龙樾" "2室1厅" 76 "南北" "清河二手房" "低楼层" 2013 "有学区" "有地铁" "非免税" 330 43422 "50~100" "10~15" "3~4" "4~5万"
"大兴" "独墅逸致" "5室2厅" 240 "南北" "大兴其它二手房" "低楼层" 2006 "无学区" "无地铁" "非免税" 720 30000 ">200" "05~10" "7~8" "2~3万"
"大兴" "福星花园" "2室2厅" 114 "南北" "西红门二手房" "低楼层" 2002 "无学区" "无地铁" "非免税" 300 26316 "100~150" "00~05" "2~3" "2~3万"
"房山" "靠山居艺墅北区" "3室2厅" 194 "南北" "长阳二手房" "中楼层" 2007 "无学区" "无地铁" "非免税" 480 24743 "150~200" "05~10" "4~5" "2~3万"
"丰台" "玉林里小区" "2室1厅" 58 "南北" "右安门外二手房" "中楼层" 1990 "无学区" "有地铁" "非免税" 230 39656 "50~100" "90~95" "2~3" "3~4万"
"朝阳" "红玺台" "4室3厅" 300 "东南北" "太阳宫二手房" "高楼层" 2012 "有学区" "有地铁" "非免税" 2400 79977 ">200" "10~15" ">10" "7~8万"
"朝阳" "中广宜景湾" "4室2厅" 240 "南北" "望京二手房" "中楼层" 2008 "无学区" "无地铁" "非免税" 1500 62500 ">200" "05~10" ">10" "6~7万"
"海淀" "龙湖唐宁one" "4室2厅" 380 "南北" "五道口二手房" "低楼层" 2011 "无学区" "无地铁" "非免税" 2750 72295 ">200" "10~15" ">10" "7~8万"
"朝阳" "美利山" "2室2厅" 143 "南北" "百子湾二手房" "低楼层" 2009 "无学区" "无地铁" "非免税" 590 41259 "100~150" "05~10" "5~6" "4~5万"
"朝阳" "天润福熙大道" "3室2厅" 166 "南北" "北苑二手房" "低楼层" 2013 "有学区" "有地铁" "非免税" 700 42169 "150~200" "10~15" "6~7" "4~5万"
"石景山" "海特花园小区" "2室1厅" 91 "南" "苹果园二手房" "中楼层" 1993 "无学区" "无地铁" "非免税" 270 29502 "50~100" "90~95" "2~3" "2~3万"
"房山" "行宫园一里" "3室2厅" 128 "南北" "房山其它二手房" "低楼层" 1999 "无学区" "无地铁" "非免税" 190 14741 "100~150" "95~00" "1~2" "1~2万"
"昌平" "威尼斯花园D区" "5室2厅" 351 "南北" "北七家二手房" "低楼层" 2005 "无学区" "无地铁" "非免税" 750 21329 ">200" "05~10" "7~8" "2~3万"
"朝阳" "逸翠园" "3室2厅" 153 "南北" "朝青二手房" "高楼层" 2005 "无学区" "无地铁" "非免税" 735 47961 "150~200" "05~10" "7~8" "4~5万"
"昌平" "北京洋房" "3室2厅" 196 "东西" "北七家二手房" "中楼层" 2007 "无学区" "无地铁" "非免税" 430 21939 "150~200" "05~10" "4~5" "2~3万"
"朝阳" "远洋一方溪语苑" "3室2厅" 128 "南北" "双桥二手房" "中楼层" 2012 "无学区" "无地铁" "非免税" 395 30860 "100~150" "10~15" "3~4" "3~4万"
"顺义" "东兴二区" "3室1厅" 121 "南北" "顺义城二手房" "低楼层" 1999 "无学区" "有地铁" "非免税" 242 20000 "100~150" "95~00" "2~3" "1~2万"
"朝阳" "三源里北小街" "3室1厅" 80 "南北" "燕莎二手房" "中楼层" 1982 "无学区" "有地铁" "非免税" 330 41061 "50~100" "<1990" "3~4" "4~5万"
"朝阳" "京通苑" "3室1厅" 106 "东北" "管庄二手房" "高楼层" 2000 "有学区" "有地铁" "非免税" 220 20712 "100~150" "00~05" "2~3" "2~3万"
"朝阳" "禧瑞都" "3室1厅" 175 "东南" "红庙二手房" "中楼层" 2009 "无学区" "无地铁" "非免税" 1500 85715 "150~200" "05~10" ">10" "8~9万"
"房山" "加州水郡三期" "3室2厅" 145 "南北" "长阳二手房" "中楼层" 2009 "无学区" "无地铁" "非免税" 300 20690 "100~150" "05~10" "2~3" "2~3万"
"朝阳" "东平里" "2室1厅" 67 "南北" "首都机场二手房" "低楼层" 1994 "无学区" "无地铁" "非免税" 155 23135 "50~100" "90~95" "1~2" "2~3万"
"昌平" "温泉花园A区" "3室2厅" 172 "南北" "北七家二手房" "中楼层" 1995 "有学区" "无地铁" "非免税" 221 12830 "150~200" "95~00" "2~3" "1~2万"
"昌平" "昌盛园四区" "3室2厅" 143 "南北" "东关二手房" "中楼层" 2003 "无学区" "无地铁" "非免税" 295 20545 "100~150" "00~05" "2~3" "2~3万"
"燕郊" "星河皓月" "2室1厅" 86 "南" "燕郊城区二手房" "中楼层" 2009 "无学区" "无地铁" "非免税" 120 13954 "50~100" "05~10" "1~2" "1~2万"
"朝阳" "风格雅园" "3室2厅" 184 "南" "望京二手房" "中楼层" 2001 "有学区" "有地铁" "非免税" 900 48855 "150~200" "00~05" "8~9" "4~5万"
"海淀" "世华龙樾" "3室2厅" 147 "南北" "清河二手房" "中楼层" 2013 "有学区" "有地铁" "非免税" 770 52381 "100~150" "10~15" "7~8" "5~6万"
"顺义" "东方太阳城" "4室2厅" 213 "南北" "顺义城二手房" "高楼层" 2004 "无学区" "无地铁" "非免税" 380 17841 ">200" "00~05" "3~4" "1~2万"
"昌平" "流星花园三区" "4室2厅" 164 "西南北" "回龙观二手房" "中楼层" 2003 "无学区" "有地铁" "非免税" 510 31096 "150~200" "00~05" "5~6" "3~4万"
"大兴" "翡翠城一期" "4室2厅" 360 "南北" "黄村北二手房" "低楼层" 2003 "无学区" "无地铁" "非免税" 1600 44445 ">200" "00~05" ">10" "4~5万"
"燕郊" "燕京航城" "3室2厅" 167 "南北" "燕郊城区二手房" "高楼层" 2010 "无学区" "无地铁" "非免税" 187 11160 "150~200" "10~15" "1~2" "1~2万"
"燕郊" "@北京" "2室1厅" 63 "南北" "燕郊城区二手房" "中楼层" 2011 "无学区" "无地铁" "非免税" 95 14942 "50~100" "10~15" "0~1" "1~2万"
"海淀" "翠微西里" "2室1厅" 56 "南" "公主坟二手房" "中楼层" 1996 "有学区" "有地铁" "非免税" 365 65179 "50~100" "95~00" "3~4" "6~7万"
"朝阳" "拂林园" "2室1厅" 125 "西南" "北苑二手房" "低楼层" 2003 "无学区" "有地铁" "非免税" 435 34800 "100~150" "00~05" "4~5" "3~4万"
"海淀" "定慧西里" "3室1厅" 69 "南北" "定慧寺二手房" "低楼层" 1995 "有学区" "无地铁" "非免税" 350 50506 "50~100" "95~00" "3~4" "5~6万"
"亦庄" "珠江逸景" "4室2厅" 193 "南" "马驹桥二手房" "低楼层" 2008 "无学区" "无地铁" "非免税" 300 15545 "150~200" "05~10" "2~3" "1~2万"
"朝阳" "万科青青家园" "3室2厅" 175 "南北" "豆各庄二手房" "中楼层" 2004 "无学区" "无地铁" "非免税" 420 24000 "150~200" "00~05" "4~5" "2~3万"
"昌平" "北街家园八区" "5室2厅" 160 "南北" "沙河二手房" "高楼层" 2012 "无学区" "无地铁" "非免税" 390 24375 "150~200" "10~15" "3~4" "2~3万"
"朝阳" "浩鸿园" "6室2厅" 316 "南西" "国展二手房" "低楼层" 2002 "无学区" "有地铁" "非免税" 1200 37884 ">200" "00~05" ">10" "3~4万"
"顺义" "蓝岸丽舍三期" "5室3厅" 424 "东南西北" "顺义其它二手房" "低楼层" 2012 "无学区" "无地铁" "非免税" 1200 28288 ">200" "10~15" ">10" "2~3万"
"朝阳" "欧陆经典" "4室2厅" 181 "东北" "亚运村小营二手房" "中楼层" 2000 "有学区" "有地铁" "非免税" 700 38675 "150~200" "00~05" "6~7" "3~4万"
"丰台" "大成郡滴露园" "3室2厅" 131 "南北" "岳各庄二手房" "中楼层" 2011 "无学区" "无地铁" "非免税" 750 57252 "100~150" "10~15" "7~8" "5~6万"
"朝阳" "太阳公元" "4室2厅" 220 "南北" "太阳宫二手房" "低楼层" 2010 "有学区" "有地铁" "非免税" 1780 80910 ">200" "10~15" ">10" "8~9万"
"朝阳" "富力城D区" "2室1厅" 107 "南" "双井二手房" "中楼层" 2007 "有学区" "有地铁" "非免税" 700 64839 "100~150" "05~10" "6~7" "6~7万"
"大兴" "独墅逸致" "3室2厅" 200 "南北" "大兴其它二手房" "低楼层" 2004 "无学区" "无地铁" "非免税" 650 32384 "150~200" "00~05" "6~7" "3~4万"
"朝阳" "星源国际" "3室3厅" 159 "南北" "望京二手房" "中楼层" 1998 "无学区" "无地铁" "非免税" 550 34533 "150~200" "95~00" "5~6" "3~4万"
"朝阳" "北京新天地" "1室1厅" 65 "北" "管庄二手房" "高楼层" 2008 "有学区" "有地铁" "非免税" 185 28228 "50~100" "05~10" "1~2" "2~3万"
"海淀" "志强北园" "2室1厅" 57 "东北" "小西天二手房" "中楼层" 1994 "有学区" "无地铁" "非免税" 290 50878 "50~100" "90~95" "2~3" "5~6万"
"东城" "三元街11号" "2室1厅" 57 "南北" "陶然亭二手房" "高楼层" 1979 "无学区" "有地铁" "非免税" 220 38509 "50~100" "<1990" "2~3" "3~4万"
"海淀" "博雅德园" "5室2厅" 231 "南北" "西二旗二手房" "高楼层" 2002 "无学区" "无地铁" "非免税" 800 34633 ">200" "00~05" "7~8" "3~4万"
"大兴" "红木林" "2室1厅" 71 "南" "枣园二手房" "低楼层" 2013 "无学区" "有地铁" "非免税" 285 40141 "50~100" "10~15" "2~3" "4~5万"
"昌平" "园墅" "4室3厅" 264 "南北" "回龙观二手房" "低楼层" 2008 "无学区" "有地铁" "非免税" 950 35877 ">200" "05~10" "9~10" "3~4万"
"通州" "8哩岛" "6室3厅" 350 "南北" "北关二手房" "低楼层" 2012 "无学区" "有地铁" "非免税" 1050 30000 ">200" "10~15" ">10" "2~3万"
"大兴" "绿林苑" "3室2厅" 139 "南北" "西红门二手房" "高楼层" 2002 "无学区" "无地铁" "非免税" 330 23742 "100~150" "00~05" "3~4" "2~3万"
"朝阳" "博泰国际" "1室1厅" 133 "南西" "望京二手房" "低楼层" 2007 "无学区" "有地铁" "非免税" 360 26987 "100~150" "05~10" "3~4" "2~3万"
"丰台" "诚苑南里" "3室1厅" 112 "南北" "新宫二手房" "中楼层" 2002 "无学区" "无地铁" "非免税" 243 21547 "100~150" "00~05" "2~3" "2~3万"
"朝阳" "枣营北里" "1室0厅" 37 "东" "农展馆二手房" "中楼层" 1990 "无学区" "有地铁" "满五年唯一" 160 42520 "0~50" "90~95" "1~2" "4~5万"
"燕郊" "燕宁小区" "2室1厅" 88 "南北" "燕郊城区二手房" "高楼层" 2000 "无学区" "无地铁" "非免税" 98 11137 "50~100" "00~05" "0~1" "1~2万"
"朝阳" "西平里" "2室1厅" 77 "东西" "首都机场二手房" "中楼层" 1999 "无学区" "无地铁" "非免税" 160 20780 "50~100" "95~00" "1~2" "2~3万"
"海淀" "枫丹丽舍" "3室2厅" 145 "南北" "西三旗二手房" "中楼层" 2001 "无学区" "无地铁" "非免税" 535 36846 "100~150" "00~05" "5~6" "3~4万"
"朝阳" "晨光家园" "2室1厅" 80 "西" "石佛营二手房" "中楼层" 2000 "无学区" "有地铁" "非免税" 295 36497 "50~100" "00~05" "2~3" "3~4万"
"西城" "团结大院" "2室1厅" 58 "东西" "车公庄二手房" "低楼层" 1985 "有学区" "无地铁" "非免税" 360 61856 "50~100" "<1990" "3~4" "6~7万"
"朝阳" "东一时区" "2室1厅" 89 "南北" "双桥二手房" "中楼层" 2005 "有学区" "无地铁" "非免税" 260 28912 "50~100" "05~10" "2~3" "2~3万"
"西城" "荣丰2008" "1室1厅" 35 "南" "广安门二手房" "中楼层" 2003 "有学区" "有地铁" "非免税" 215 59872 "0~50" "00~05" "2~3" "5~6万"
"海淀" "知春东里" "3室1厅" 84 "南西北" "双榆树二手房" "中楼层" 1992 "有学区" "有地铁" "非免税" 519 61786 "50~100" "90~95" "5~6" "6~7万"
"朝阳" "山水文园四期" "3室2厅" 138 "南北" "华威桥二手房" "中楼层" 2008 "无学区" "有地铁" "非免税" 900 65053 "100~150" "05~10" "8~9" "6~7万"
"西城" "天缘公寓" "2室2厅" 121 "南" "白纸坊二手房" "中楼层" 2002 "有学区" "无地铁" "非免税" 490 40496 "100~150" "00~05" "4~5" "4~5万"
"丰台" "北大街" "2室1厅" 64 "南北" "北大地二手房" "中楼层" 1996 "无学区" "无地铁" "非免税" 190 29299 "50~100" "95~00" "1~2" "2~3万"
"朝阳" "华盛乐章" "2室1厅" 121 "南" "健翔桥二手房" "低楼层" 2001 "无学区" "无地铁" "非免税" 450 37184 "100~150" "00~05" "4~5" "3~4万"
"大兴" "清源西里" "2室1厅" 80 "南北" "枣园二手房" "低楼层" 1996 "无学区" "有地铁" "非免税" 218 27118 "50~100" "95~00" "2~3" "2~3万"
"西城" "荣丰2008" "1室0厅" 37 "南" "广安门二手房" "低楼层" 2000 "有学区" "有地铁" "非免税" 151 39863 "0~50" "00~05" "1~2" "3~4万"
"海淀" "中海馥园" "3室2厅" 171 "南北" "甘家口二手房" "低楼层" 2003 "有学区" "有地铁" "满五年唯一" 1200 70000 "150~200" "00~05" ">10" "6~7万"
"朝阳" "丽都壹号" "2室1厅" 85 "南北" "酒仙桥二手房" "中楼层" 2011 "无学区" "无地铁" "非免税" 420 49095 "50~100" "10~15" "4~5" "4~5万"
"西城" "太仆寺33号院" "2室1厅" 71 "南北" "西单二手房" "高楼层" 2001 "无学区" "有地铁" "非免税" 575 80196 "50~100" "00~05" "5~6" "8~9万"
"丰台" "正阳小区" "1室1厅" 58 "东" "北大地二手房" "低楼层" 2000 "有学区" "有地铁" "非免税" 200 34306 "50~100" "00~05" "1~2" "3~4万"
"海淀" "橡树湾" "1室1厅" 72 "东" "清河二手房" "低楼层" 2011 "无学区" "无地铁" "非免税" 410 56945 "50~100" "10~15" "4~5" "5~6万"
"海淀" "太月园" "2室1厅" 84 "西" "知春路二手房" "中楼层" 1999 "有学区" "有地铁" "非免税" 470 55953 "50~100" "95~00" "4~5" "5~6万"
"亦庄" "梅园小区" "2室2厅" 79 "南北" "亦庄二手房" "中楼层" 1996 "无学区" "有地铁" "满五年唯一" 215 27216 "50~100" "95~00" "2~3" "2~3万"
"西城" "四平园" "3室1厅" 109 "南北" "陶然亭二手房" "中楼层" 1996 "有学区" "有地铁" "非免税" 730 66485 "100~150" "95~00" "7~8" "6~7万"
"海淀" "塔院小区" "2室1厅" 57 "南北" "牡丹园二手房" "高楼层" 1995 "无学区" "无地铁" "非免税" 325 56171 "50~100" "95~00" "3~4" "5~6万"
"朝阳" "北京像素北区" "2室1厅" 60 "西南" "常营二手房" "高楼层" 2011 "无学区" "有地铁" "非免税" 220 36582 "50~100" "10~15" "2~3" "3~4万"
"朝阳" "上京新航线" "3室2厅" 148 "南北" "望京二手房" "低楼层" 2007 "无学区" "有地铁" "满五年唯一" 820 55335 "100~150" "05~10" "8~9" "5~6万"
"海淀" "文慧园" "3室1厅" 124 "南" "新街口二手房" "中楼层" 2002 "无学区" "有地铁" "非免税" 720 57818 "100~150" "00~05" "7~8" "5~6万"
"海淀" "阜成路11号院" "2室1厅" 52 "南" "甘家口二手房" "低楼层" 1982 "有学区" "有地铁" "非免税" 355 68139 "50~100" "<1990" "3~4" "6~7万"
"海淀" "永定路西里" "2室1厅" 62 "南北" "五棵松二手房" "中楼层" 1996 "有学区" "无地铁" "非免税" 380 60937 "50~100" "95~00" "3~4" "6~7万"
"海淀" "双清路14号院" "2室1厅" 75 "南北" "学院路二手房" "高楼层" 1998 "无学区" "无地铁" "非免税" 315 42000 "50~100" "95~00" "3~4" "4~5万"
"通州" "天赐良园东三期" "2室2厅" 100 "南北" "北关二手房" "中楼层" 2004 "无学区" "有地铁" "满五年唯一" 270 26847 "50~100" "00~05" "2~3" "2~3万"
"朝阳" "安慧北里雅园" "3室1厅" 84 "东" "亚运村二手房" "高楼层" 1996 "有学区" "有地铁" "非免税" 305 36310 "50~100" "95~00" "3~4" "3~4万"
"朝阳" "双龙南里" "2室1厅" 60 "西南北" "华威桥二手房" "低楼层" 1995 "无学区" "无地铁" "非免税" 225 37351 "50~100" "95~00" "2~3" "3~4万"
"昌平" "龙泽苑西区" "2室1厅" 98 "北东南" "龙泽二手房" "中楼层" 2000 "无学区" "有地铁" "满五年唯一" 288 29367 "50~100" "00~05" "2~3" "2~3万"
"朝阳" "沿海赛洛城" "2室1厅" 93 "东北" "百子湾二手房" "中楼层" 2007 "有学区" "有地铁" "满五年唯一" 330 35234 "50~100" "05~10" "3~4" "3~4万"
"昌平" "龙泽苑西区" "1室0厅" 44 "北" "龙泽二手房" "低楼层" 2002 "无学区" "有地铁" "满五年唯一" 154 34345 "0~50" "00~05" "1~2" "3~4万"
"朝阳" "北京像素北区" "2室2厅" 60 "南北" "常营二手房" "低楼层" 2011 "无学区" "有地铁" "满五年唯一" 215 35421 "50~100" "10~15" "2~3" "3~4万"
"朝阳" "华腾园" "3室2厅" 131 "南西北" "劲松二手房" "低楼层" 2002 "无学区" "有地铁" "满五年唯一" 520 39409 "100~150" "00~05" "5~6" "3~4万"
"朝阳" "艺水芳园" "2室1厅" 95 "东南" "双桥二手房" "高楼层" 2005 "无学区" "有地铁" "满五年唯一" 253 26612 "50~100" "05~10" "2~3" "2~3万"
"昌平" "嘉诚花园一期" "3室1厅" 119 "南北" "立水桥二手房" "低楼层" 1998 "有学区" "无地铁" "满五年唯一" 330 27632 "100~150" "95~00" "3~4" "2~3万"
"丰台" "首座绿洲" "1室1厅" 61 "北" "洋桥二手房" "高楼层" 2003 "无学区" "有地铁" "满五年唯一" 201 32483 "50~100" "00~05" "2~3" "3~4万"
"朝阳" "南湖东园一区" "2室1厅" 96 "东南" "望京二手房" "高楼层" 1999 "无学区" "有地铁" "满五年唯一" 326 33783 "50~100" "95~00" "3~4" "3~4万"
"丰台" "南木樨园" "3室1厅" 75 "南北" "木樨园二手房" "中楼层" 1990 "无学区" "无地铁" "满五年唯一" 198 26285 "50~100" "90~95" "1~2" "2~3万"
"昌平" "天通西苑三区" "4室2厅" 175 "南北" "天通苑二手房" "低楼层" 2003 "无学区" "有地铁" "满五年唯一" 280 15994 "150~200" "00~05" "2~3" "1~2万"
"朝阳" "农光里" "2室1厅" 64 "北" "劲松二手房" "低楼层" 1991 "无学区" "有地铁" "满五年唯一" 201 31163 "50~100" "90~95" "2~3" "3~4万"
"朝阳" "富力又一城A区" "2室2厅" 95 "东" "豆各庄二手房" "高楼层" 2007 "有学区" "无地铁" "满五年唯一" 266 28000 "50~100" "05~10" "2~3" "2~3万"
